character,movie,mbti,href,year,notes,id
Curley Baker,soul,ESFJ,https://www.personality-database.com/profile/106892/curley-baker-soul-2020-mbti-personality-type,2020.0,,2948372.0
Marie Antoinette,soul,ESFP,https://www.personality-database.com/profile/244002/marie-antoinette-soul-2020-mbti-personality-type,2020.0,,2948372.0
Muhammad Ali,soul,ESFP,https://www.personality-database.com/profile/243998/muhammad-ali-soul-2020-mbti-personality-type,2020.0,,2948372.0
Dez,soul,ESFP,https://www.personality-database.com/profile/243108/dez-soul-2020-mbti-personality-type,2020.0,,2948372.0
Terry,soul,ESTJ,https://www.personality-database.com/profile/208538/terry-soul-2020-mbti-personality-type,2020.0,,2948372.0
Libba Gardner,soul,ESTJ,https://www.personality-database.com/profile/242312/libba-gardner-soul-2020-mbti-personality-type,2020.0,,2948372.0
22,soul,ESTP,https://www.personality-database.com/profile/106394/22-soul-2020-mbti-personality-type,2020.0,,2948372.0
Paul,soul,ESTP,https://www.personality-database.com/profile/106893/paul-soul-2020-mbti-personality-type,2020.0,,2948372.0
Carl Jung,soul,INFJ,https://www.personality-database.com/profile/244000/carl-jung-soul-2020-mbti-personality-type,2020.0,,2948372.0
Abraham Lincoln,soul,INTP,https://www.personality-database.com/profile/244015/abraham-lincoln-soul-2020-mbti-personality-type,2020.0,,2948372.0
Connie,soul,INTP,https://www.personality-database.com/profile/243110/connie-soul-2020-mbti-personality-type,2020.0,,2948372.0
Therapy Cat Lady,soul,ISFJ,https://www.personality-database.com/profile/365937/therapy-cat-lady-soul-2020-mbti-personality-type,2020.0,,2948372.0
Mother Teresa,soul,ISFJ,https://www.personality-database.com/profile/243999/mother-teresa-soul-2020-mbti-personality-type,2020.0,,2948372.0
Joe Gardner,soul,ISFP,https://www.personality-database.com/profile/106393/joe-gardner-soul-2020-mbti-personality-type,2020.0,,2948372.0
Mr. Mittens,soul,ISFP,https://www.personality-database.com/profile/347523/mr-mittens-soul-2020-mbti-personality-type,2020.0,,2948372.0
Una,stardust,ENFJ,https://www.personality-database.com/profile/234852/una-stardust-2007-mbti-personality-type,2007.0,,486655.0
Captain Shakespeare,stardust,ENFP,https://www.personality-database.com/profile/189551/captain-shakespeare-stardust-2007-mbti-personality-type,2007.0,,486655.0
Septimus,stardust,ENTP,https://www.personality-database.com/profile/189550/septimus-stardust-2007-mbti-personality-type,2007.0,,486655.0
Secundus,stardust,ESFP,https://www.personality-database.com/profile/189555/secundus-stardust-2007-mbti-personality-type,2007.0,,486655.0
Victoria Forester,stardust,ESFP,https://www.personality-database.com/profile/189554/victoria-forester-stardust-2007-mbti-personality-type,2007.0,,486655.0
The King,stardust,ESTJ,https://www.personality-database.com/profile/208460/the-king-stardust-2007-mbti-personality-type,2007.0,,486655.0
Lamia,stardust,ESTJ,https://www.personality-database.com/profile/189556/lamia-stardust-2007-mbti-personality-type,2007.0,,486655.0
Ditchwater Sal,stardust,ESTP,https://www.personality-database.com/profile/195010/ditchwater-sal-stardust-2007-mbti-personality-type,2007.0,,486655.0
Humphrey,stardust,ESTP,https://www.personality-database.com/profile/189552/humphrey-stardust-2007-mbti-personality-type,2007.0,,486655.0
Yvaine,stardust,INFJ,https://www.personality-database.com/profile/189548/yvaine-stardust-2007-mbti-personality-type,2007.0,,486655.0
Tristan Thorn,stardust,INFP,https://www.personality-database.com/profile/189549/tristan-thorn-stardust-2007-mbti-personality-type,2007.0,,486655.0
Primus,stardust,ISFJ,https://www.personality-database.com/profile/195009/primus-stardust-2007-mbti-personality-type,2007.0,,486655.0
Guard,stardust,ISTJ,https://www.personality-database.com/profile/208464/guard-stardust-2007-mbti-personality-type,2007.0,,486655.0
Dunstan Thorn,stardust,ISTP,https://www.personality-database.com/profile/208462/dunstan-thorn-stardust-2007-mbti-personality-type,2007.0,,486655.0
Ben's Dad,knocked up,ENFJ,https://www.personality-database.com/profile/234088/bens-dad-knocked-up-2007-mbti-personality-type,2007.0,,478311.0
Brent,knocked up,ENFP,https://www.personality-database.com/profile/234086/brent-knocked-up-2007-mbti-personality-type,2007.0,,478311.0
Ben Stone,knocked up,ENFP,https://www.personality-database.com/profile/234073/ben-stone-knocked-up-2007-mbti-personality-type,2007.0,,478311.0
Dr. Kuni,knocked up,ENTJ,https://www.personality-database.com/profile/234093/dr-kuni-knocked-up-2007-mbti-personality-type,2007.0,,478311.0
Pete,knocked up,ENTP,https://www.personality-database.com/profile/234076/pete-knocked-up-2007-mbti-personality-type,2007.0,,478311.0
Jonah,knocked up,ENTP,https://www.personality-database.com/profile/234080/jonah-knocked-up-2007-mbti-personality-type,2007.0,,478311.0
Debbie,knocked up,ESFJ,https://www.personality-database.com/profile/234075/debbie-knocked-up-2007-mbti-personality-type,2007.0,,478311.0
Jason,knocked up,ESFP,https://www.personality-database.com/profile/234078/jason-knocked-up-2007-mbti-personality-type,2007.0,,478311.0
Martin,knocked up,INFP,https://www.personality-database.com/profile/234081/martin-knocked-up-2007-mbti-personality-type,2007.0,,478311.0
Jay,knocked up,ISFP,https://www.personality-database.com/profile/234079/jay-knocked-up-2007-mbti-personality-type,2007.0,,478311.0
Allison Scott,knocked up,ISTJ,https://www.personality-database.com/profile/234074/allison-scott-knocked-up-2007-mbti-personality-type,2007.0,,478311.0
Santa Claus,elf,ENFJ,https://www.personality-database.com/profile/231916/santa-claus-elf-2003-mbti-personality-type,2003.0,,319343.0
Miles Finch,elf,ENTJ,https://www.personality-database.com/profile/33881/miles-finch-elf-2003-mbti-personality-type,2003.0,,319343.0
Buddy,elf,ESFJ,https://www.personality-database.com/profile/33877/buddy-elf-2003-mbti-personality-type,2003.0,,319343.0
Mall Santa,elf,ESTJ,https://www.personality-database.com/profile/468977/mall-santa-elf-2003-mbti-personality-type,2003.0,,319343.0
Gimbel’s Manager “Wanda”,elf,ESTJ,https://www.personality-database.com/profile/231917/gimbels-manager-wanda-elf-2003-mbti-personality-type,2003.0,,319343.0
Papa Elf,elf,INFJ,https://www.personality-database.com/profile/33878/papa-elf-elf-2003-mbti-personality-type,2003.0,,319343.0
Emily Hobbs,elf,ISFJ,https://www.personality-database.com/profile/231914/emily-hobbs-elf-2003-mbti-personality-type,2003.0,,319343.0
Jovie,elf,ISFP,https://www.personality-database.com/profile/33879/jovie-elf-2003-mbti-personality-type,2003.0,,319343.0
Walter Hobbs,elf,ISTJ,https://www.personality-database.com/profile/33880/walter-hobbs-elf-2003-mbti-personality-type,2003.0,,319343.0
Michael Hobbs,elf,ISTP,https://www.personality-database.com/profile/231915/michael-hobbs-elf-2003-mbti-personality-type,2003.0,,319343.0
Bobbi,bachelor party,ENFJ,https://www.personality-database.com/profile/228016/bobbi-bachelor-party-1984-mbti-personality-type,1984.0,,86927.0
Brad,bachelor party,ENFP,https://www.personality-database.com/profile/228023/brad-bachelor-party-1984-mbti-personality-type,1984.0,,86927.0
Ed Thompson,bachelor party,ENTJ,https://www.personality-database.com/profile/228010/ed-thompson-bachelor-party-1984-mbti-personality-type,1984.0,,86927.0
Rick Gassko,bachelor party,ENTP,https://www.personality-database.com/profile/228007/rick-gassko-bachelor-party-1984-mbti-personality-type,1984.0,,86927.0
Debbie Thompson,bachelor party,ESFJ,https://www.personality-database.com/profile/228008/debbie-thompson-bachelor-party-1984-mbti-personality-type,1984.0,,86927.0
Rudy,bachelor party,ESFP,https://www.personality-database.com/profile/228015/rudy-bachelor-party-1984-mbti-personality-type,1984.0,,86927.0
Cole Whittier,bachelor party,ESTJ,https://www.personality-database.com/profile/228012/cole-whittier-bachelor-party-1984-mbti-personality-type,1984.0,,86927.0
Dr. Stan Gassko,bachelor party,ESTP,https://www.personality-database.com/profile/228013/dr-stan-gassko-bachelor-party-1984-mbti-personality-type,1984.0,,86927.0
Ilene,bachelor party,INTJ,https://www.personality-database.com/profile/228021/ilene-bachelor-party-1984-mbti-personality-type,1984.0,,86927.0
Bernard,four weddings and a funeral,ENFJ,https://www.personality-database.com/profile/227360/bernard-four-weddings-and-a-funeral-1994-mbti-personality-type,1994.0,,109831.0
Gareth,four weddings and a funeral,ENTP,https://www.personality-database.com/profile/189510/gareth-four-weddings-and-a-funeral-1994-mbti-personality-type,1994.0,,109831.0
Henrietta,four weddings and a funeral,ESFJ,https://www.personality-database.com/profile/227361/henrietta-four-weddings-and-a-funeral-1994-mbti-personality-type,1994.0,,109831.0
Scarlett,four weddings and a funeral,ESFP,https://www.personality-database.com/profile/227358/scarlett-four-weddings-and-a-funeral-1994-mbti-personality-type,1994.0,,109831.0
David,four weddings and a funeral,INFP,https://www.personality-database.com/profile/227359/david-four-weddings-and-a-funeral-1994-mbti-personality-type,1994.0,,109831.0
Fiona,four weddings and a funeral,INTJ,https://www.personality-database.com/profile/227352/fiona-four-weddings-and-a-funeral-1994-mbti-personality-type,1994.0,,109831.0
Charles,four weddings and a funeral,INTP,https://www.personality-database.com/profile/189507/charles-four-weddings-and-a-funeral-1994-mbti-personality-type,1994.0,,109831.0
Matthew,four weddings and a funeral,ISFJ,https://www.personality-database.com/profile/227357/matthew-four-weddings-and-a-funeral-1994-mbti-personality-type,1994.0,,109831.0
Father Gerald,four weddings and a funeral,ISFJ,https://www.personality-database.com/profile/189511/father-gerald-four-weddings-and-a-funeral-1994-mbti-personality-type,1994.0,,109831.0
Tom,four weddings and a funeral,ISFJ,https://www.personality-database.com/profile/189509/tom-four-weddings-and-a-funeral-1994-mbti-personality-type,1994.0,,109831.0
Fiona Saunders,on the rocks,ENFJ,https://www.personality-database.com/profile/226346/fiona-saunders-on-the-rocks-2020-mbti-personality-type,2020.0,,9606374.0
Felix,on the rocks,ENTP,https://www.personality-database.com/profile/201358/felix-on-the-rocks-2020-mbti-personality-type,2020.0,,9606374.0
Miss mindy,on the rocks,ESFJ,https://www.personality-database.com/profile/226344/miss-mindy-on-the-rocks-2020-mbti-personality-type,2020.0,,9606374.0
Vanessa,on the rocks,ESFP,https://www.personality-database.com/profile/226347/vanessa-on-the-rocks-2020-mbti-personality-type,2020.0,,9606374.0
Laura,on the rocks,INFJ,https://www.personality-database.com/profile/201357/laura-on-the-rocks-2020-mbti-personality-type,2020.0,,9606374.0
Megamind's Father,megamind,ENFJ,https://www.personality-database.com/profile/223370/megaminds-father-megamind-2010-mbti-personality-type,2010.0,,1001526.0
Lady Sally Scott,megamind,ENFP,https://www.personality-database.com/profile/223373/lady-sally-scott-megamind-2010-mbti-personality-type,2010.0,,1001526.0
Mega-Megamind,megamind,ENTJ,https://www.personality-database.com/profile/223368/megamegamind-megamind-2010-mbti-personality-type,2010.0,,1001526.0
Megamind,megamind,ENTP,https://www.personality-database.com/profile/9549/megamind-megamind-2010-mbti-personality-type,2010.0,,1001526.0
Minion,megamind,ESFJ,https://www.personality-database.com/profile/9550/minion-megamind-2010-mbti-personality-type,2010.0,,1001526.0
Hal Stewart / Titan / Tighten,megamind,ESFP,https://www.personality-database.com/profile/41979/hal-stewart-titan-tighten-megamind-2010-mbti-personality-type,2010.0,,1001526.0
Brain Bots,megamind,ESFP,https://www.personality-database.com/profile/273054/brain-bots-megamind-2010-mbti-personality-type,2010.0,,1001526.0
The Warden,megamind,ESTJ,https://www.personality-database.com/profile/223366/the-warden-megamind-2010-mbti-personality-type,2010.0,,1001526.0
Metro Man,megamind,ESTP,https://www.personality-database.com/profile/41980/metro-man-megamind-2010-mbti-personality-type,2010.0,,1001526.0
Roxanne Ritchi,megamind,INFJ,https://www.personality-database.com/profile/18027/roxanne-ritchi-megamind-2010-mbti-personality-type,2010.0,,1001526.0
Megamind's Mother,megamind,INFJ,https://www.personality-database.com/profile/223371/megaminds-mother-megamind-2010-mbti-personality-type,2010.0,,1001526.0
Megamind-Bernard,megamind,INFP,https://www.personality-database.com/profile/392707/megamindbernard-megamind-2010-mbti-personality-type,2010.0,,1001526.0
Mayor,megamind,ISFJ,https://www.personality-database.com/profile/223365/mayor-megamind-2010-mbti-personality-type,2010.0,,1001526.0
Bernard,megamind,ISTJ,https://www.personality-database.com/profile/60816/bernard-megamind-2010-mbti-personality-type,2010.0,,1001526.0
Lord Robert Scott,megamind,ISTJ,https://www.personality-database.com/profile/223372/lord-robert-scott-megamind-2010-mbti-personality-type,2010.0,,1001526.0
Scarlet O’Donnell,17 again,ENFJ,https://www.personality-database.com/profile/222433/scarlet-odonnell-17-again-2009-mbti-personality-type,2009.0,,974661.0
Principal Jane Masterson,17 again,ENTJ,https://www.personality-database.com/profile/280045/principal-jane-masterson-17-again-2009-mbti-personality-type,2009.0,,974661.0
Mike O’Donnell,17 again,ESFJ,https://www.personality-database.com/profile/222431/mike-odonnell-17-again-2009-mbti-personality-type,2009.0,,974661.0
Maggie O’Donnell,17 again,ESFP,https://www.personality-database.com/profile/222435/maggie-odonnell-17-again-2009-mbti-personality-type,2009.0,,974661.0
Stan,17 again,ESTP,https://www.personality-database.com/profile/277722/stan-17-again-2009-mbti-personality-type,2009.0,,974661.0
Janitor,17 again,INFJ,https://www.personality-database.com/profile/474090/janitor-17-again-2009-mbti-personality-type,2009.0,,974661.0
Alex O’Donnell,17 again,INFP,https://www.personality-database.com/profile/222434/alex-odonnell-17-again-2009-mbti-personality-type,2009.0,,974661.0
Ned Gold,17 again,INTP,https://www.personality-database.com/profile/222432/ned-gold-17-again-2009-mbti-personality-type,2009.0,,974661.0
Coach Murphy,17 again,ISTP,https://www.personality-database.com/profile/279950/coach-murphy-17-again-2009-mbti-personality-type,2009.0,,974661.0
Nurse Janet Marshall (Haloween II),halloween,ENFJ,https://www.personality-database.com/profile/220126/nurse-janet-marshall-haloween-ii-halloween-1978-mbti-personality-type,1978.0,,77651.0
Nurse Karen Bailey (Halloween II),halloween,ESFJ,https://www.personality-database.com/profile/220123/nurse-karen-bailey-halloween-ii-halloween-1978-mbti-personality-type,1978.0,,77651.0
Lynda Van Der Klok,halloween,ESFP,https://www.personality-database.com/profile/116712/lynda-van-der-klok-halloween-1978-mbti-personality-type,1978.0,,77651.0
Nurse Virginia Alves (Halloween II),halloween,ESTJ,https://www.personality-database.com/profile/220127/nurse-virginia-alves-halloween-ii-halloween-1978-mbti-personality-type,1978.0,,77651.0
Bob Simms,halloween,ESTP,https://www.personality-database.com/profile/313139/bob-simms-halloween-1978-mbti-personality-type,1978.0,,77651.0
Annie Brackett,halloween,ESTP,https://www.personality-database.com/profile/116709/annie-brackett-halloween-1978-mbti-personality-type,1978.0,,77651.0
EMT Jimmy Lloyd (Halloween II),halloween,INFJ,https://www.personality-database.com/profile/220122/emt-jimmy-lloyd-halloween-ii-halloween-1978-mbti-personality-type,1978.0,,77651.0
Dr. Samuel Loomis,halloween,INFJ,https://www.personality-database.com/profile/23734/dr-samuel-loomis-halloween-1978-mbti-personality-type,1978.0,,77651.0
Tommy Doyle,halloween,INFP,https://www.personality-database.com/profile/116711/tommy-doyle-halloween-1978-mbti-personality-type,1978.0,,77651.0
Laurie Strode,halloween,ISFJ,https://www.personality-database.com/profile/23203/laurie-strode-halloween-1978-mbti-personality-type,1978.0,,77651.0
Nurse Jill Franco (Halloween II),halloween,ISFP,https://www.personality-database.com/profile/220125/nurse-jill-franco-halloween-ii-halloween-1978-mbti-personality-type,1978.0,,77651.0
Lindsey Wallace,halloween,ISFP,https://www.personality-database.com/profile/116710/lindsey-wallace-halloween-1978-mbti-personality-type,1978.0,,77651.0
Deputy Gary Hunt (Halloween II),halloween,ISTJ,https://www.personality-database.com/profile/220124/deputy-gary-hunt-halloween-ii-halloween-1978-mbti-personality-type,1978.0,,77651.0
Marion Chambers,halloween,ISTJ,https://www.personality-database.com/profile/162134/marion-chambers-halloween-1978-mbti-personality-type,1978.0,,77651.0
Sheriff Leigh Brackett,halloween,ISTJ,https://www.personality-database.com/profile/116708/sheriff-leigh-brackett-halloween-1978-mbti-personality-type,1978.0,,77651.0
Michael Myers,halloween,ISTP,https://www.personality-database.com/profile/21752/michael-myers-halloween-1978-mbti-personality-type,1978.0,,77651.0
Dr. Frederick Mixter (Halloween II),halloween,ISTP,https://www.personality-database.com/profile/220129/dr-frederick-mixter-halloween-ii-halloween-1978-mbti-personality-type,1978.0,,77651.0
Tupac Shakur,straight outta compton,ENFJ,https://www.personality-database.com/profile/213186/tupac-shakur-straight-outta-compton-2015-mbti-personality-type,2015.0,,1398426.0
Suge Knight,straight outta compton,ESTP,https://www.personality-database.com/profile/213187/suge-knight-straight-outta-compton-2015-mbti-personality-type,2015.0,,1398426.0
Andre Young (Dr Dre),straight outta compton,ENTJ,https://www.personality-database.com/profile/213182/andre-young-dr-dre-straight-outta-compton-2015-mbti-personality-type,2015.0,,1398426.0
Greg Mack,straight outta compton,ENTP,https://www.personality-database.com/profile/213185/greg-mack-straight-outta-compton-2015-mbti-personality-type,2015.0,,1398426.0
Antoine Carraby (DJ Yella),straight outta compton,ESFP,https://www.personality-database.com/profile/213181/antoine-carraby-dj-yella-straight-outta-compton-2015-mbti-personality-type,2015.0,,1398426.0
Eric Wright (Eazy-E),straight outta compton,ESTP,https://www.personality-database.com/profile/213178/eric-wright-eazye-straight-outta-compton-2015-mbti-personality-type,2015.0,,1398426.0
Jerry Heller,straight outta compton,INFJ,https://www.personality-database.com/profile/213180/jerry-heller-straight-outta-compton-2015-mbti-personality-type,2015.0,,1398426.0
Snoop Dogg,straight outta compton,ISFP,https://www.personality-database.com/profile/213184/snoop-dogg-straight-outta-compton-2015-mbti-personality-type,2015.0,,1398426.0
Lorenzo Patterson (MC Ren),straight outta compton,ISTP,https://www.personality-database.com/profile/213183/lorenzo-patterson-mc-ren-straight-outta-compton-2015-mbti-personality-type,2015.0,,1398426.0
O'Shea Jackson  (Ice Cube),straight outta compton,ISTP,https://www.personality-database.com/profile/213179/oshea-jackson-ice-cube-straight-outta-compton-2015-mbti-personality-type,2015.0,,1398426.0
Tupac Shakur,notorious,ENFJ,https://www.personality-database.com/profile/213004/tupac-shakur-notorious-2009-mbti-personality-type,2009.0,,472198.0
Faith Evans,notorious,ENFJ,https://www.personality-database.com/profile/213002/faith-evans-notorious-2009-mbti-personality-type,2009.0,,472198.0
Suge Knight,notorious,ENTJ,https://www.personality-database.com/profile/213145/suge-knight-notorious-2009-mbti-personality-type,2009.0,,472198.0
Calivin Broadus Jr. (Snoop Dogg),notorious,ENTP,https://www.personality-database.com/profile/213143/calivin-broadus-jr-snoop-dogg-notorious-2009-mbti-personality-type,2009.0,,472198.0
Kimberley Jones (Lil' Kim),notorious,ESTP,https://www.personality-database.com/profile/213003/kimberley-jones-lil-kim-notorious-2009-mbti-personality-type,2009.0,,472198.0
Jan Jackson,notorious,ISFJ,https://www.personality-database.com/profile/213147/jan-jackson-notorious-2009-mbti-personality-type,2009.0,,472198.0
Sean Combs (Puff Daddy),notorious,ISFJ,https://www.personality-database.com/profile/213142/sean-combs-puff-daddy-notorious-2009-mbti-personality-type,2009.0,,472198.0
Christopher Wallace (Biggie Smalls),notorious,ISFP,https://www.personality-database.com/profile/213001/christopher-wallace-biggie-smalls-notorious-2009-mbti-personality-type,2009.0,,472198.0
Voletta Wallace,notorious,ISTJ,https://www.personality-database.com/profile/213144/voletta-wallace-notorious-2009-mbti-personality-type,2009.0,,472198.0
Lil' Cease,notorious,ISTP,https://www.personality-database.com/profile/213146/lil-cease-notorious-2009-mbti-personality-type,2009.0,,472198.0
Dr. John,doctor sleep,ENFJ,https://www.personality-database.com/profile/211064/dr-john-doctor-sleep-2019-mbti-personality-type,2019.0,,5606664.0
Rose the Hat,doctor sleep,ENFJ,https://www.personality-database.com/profile/30707/rose-the-hat-doctor-sleep-2019-mbti-personality-type,2019.0,,5606664.0
Dan Torrance,doctor sleep,INFJ,https://www.personality-database.com/profile/30706/dan-torrance-doctor-sleep-2019-mbti-personality-type,2019.0,,5606664.0
Abra Stone,doctor sleep,INFJ,https://www.personality-database.com/profile/30705/abra-stone-doctor-sleep-2019-mbti-personality-type,2019.0,,5606664.0
Billy Freeman,doctor sleep,ISFJ,https://www.personality-database.com/profile/71674/billy-freeman-doctor-sleep-2019-mbti-personality-type,2019.0,,5606664.0
Snakebite Andi,doctor sleep,ISFP,https://www.personality-database.com/profile/71675/snakebite-andi-doctor-sleep-2019-mbti-personality-type,2019.0,,5606664.0
Crow Daddy,doctor sleep,ISTP,https://www.personality-database.com/profile/30708/crow-daddy-doctor-sleep-2019-mbti-personality-type,2019.0,,5606664.0
Hou Yi,over the moon,ENFJ,https://www.personality-database.com/profile/209335/hou-yi-over-the-moon-2020-mbti-personality-type,2020.0,,7488208.0
Ma Ma (Mom),over the moon,ENFJ,https://www.personality-database.com/profile/209084/ma-ma-mom-over-the-moon-2020-mbti-personality-type,2020.0,,7488208.0
Gobi,over the moon,ENFP,https://www.personality-database.com/profile/152300/gobi-over-the-moon-2020-mbti-personality-type,2020.0,,7488208.0
Auntie Mei,over the moon,ENFP,https://www.personality-database.com/profile/350963/auntie-mei-over-the-moon-2020-mbti-personality-type,2020.0,,7488208.0
Auntie Ling,over the moon,ENFP,https://www.personality-database.com/profile/350961/auntie-ling-over-the-moon-2020-mbti-personality-type,2020.0,,7488208.0
Ye Ye,over the moon,ENTP,https://www.personality-database.com/profile/350959/ye-ye-over-the-moon-2020-mbti-personality-type,2020.0,,7488208.0
Chang'e,over the moon,ESFJ,https://www.personality-database.com/profile/152299/change-over-the-moon-2020-mbti-personality-type,2020.0,,7488208.0
Mrs. Zhong,over the moon,ESFJ,https://www.personality-database.com/profile/219732/mrs-zhong-over-the-moon-2020-mbti-personality-type,2020.0,,7488208.0
Chin,over the moon,ESFP,https://www.personality-database.com/profile/152298/chin-over-the-moon-2020-mbti-personality-type,2020.0,,7488208.0
Fei Fei,over the moon,INFP,https://www.personality-database.com/profile/152297/fei-fei-over-the-moon-2020-mbti-personality-type,2020.0,,7488208.0
Croak,over the moon,INTJ,https://www.personality-database.com/profile/350952/croak-over-the-moon-2020-mbti-personality-type,2020.0,,7488208.0
Ba Ba (Dad),over the moon,ISFJ,https://www.personality-database.com/profile/207823/ba-ba-dad-over-the-moon-2020-mbti-personality-type,2020.0,,7488208.0
Bungee,over the moon,ISFP,https://www.personality-database.com/profile/152309/bungee-over-the-moon-2020-mbti-personality-type,2020.0,,7488208.0
Jade,over the moon,ISTJ,https://www.personality-database.com/profile/208669/jade-over-the-moon-2020-mbti-personality-type,2020.0,,7488208.0
Kieran Vollard,dinner for schmucks,ENFJ,https://www.personality-database.com/profile/208482/kieran-vollard-dinner-for-schmucks-2010-mbti-personality-type,2010.0,,427152.0
Barry Speck,dinner for schmucks,ENFP,https://www.personality-database.com/profile/208478/barry-speck-dinner-for-schmucks-2010-mbti-personality-type,2010.0,,427152.0
Therman Murch,dinner for schmucks,ENTP,https://www.personality-database.com/profile/208483/therman-murch-dinner-for-schmucks-2010-mbti-personality-type,2010.0,,427152.0
Vincenzo,dinner for schmucks,ESFP,https://www.personality-database.com/profile/208488/vincenzo-dinner-for-schmucks-2010-mbti-personality-type,2010.0,,427152.0
Darla,dinner for schmucks,ESFP,https://www.personality-database.com/profile/208481/darla-dinner-for-schmucks-2010-mbti-personality-type,2010.0,,427152.0
Julie,dinner for schmucks,ISFJ,https://www.personality-database.com/profile/208480/julie-dinner-for-schmucks-2010-mbti-personality-type,2010.0,,427152.0
Tim Conrad,dinner for schmucks,ISTJ,https://www.personality-database.com/profile/208479/tim-conrad-dinner-for-schmucks-2010-mbti-personality-type,2010.0,,427152.0
James Staros,the thin red line,ENFJ,https://www.personality-database.com/profile/205983/james-staros-the-thin-red-line-1998-mbti-personality-type,1998.0,,120863.0
Gordon Tall,the thin red line,ESTJ,https://www.personality-database.com/profile/205978/gordon-tall-the-thin-red-line-1998-mbti-personality-type,1998.0,,120863.0
Witt,the thin red line,INFJ,https://www.personality-database.com/profile/204418/witt-the-thin-red-line-1998-mbti-personality-type,1998.0,,120863.0
Edward Welsh,the thin red line,ISTP,https://www.personality-database.com/profile/204419/edward-welsh-the-thin-red-line-1998-mbti-personality-type,1998.0,,120863.0
Emma Goldman,reds,ENFJ,https://www.personality-database.com/profile/204245/emma-goldman-reds-1981-mbti-personality-type,1981.0,,82979.0
Louise Bryant,reds,ENFP,https://www.personality-database.com/profile/204240/louise-bryant-reds-1981-mbti-personality-type,1981.0,,82979.0
Mrs. Kendal,the elephant man,ENFJ,https://www.personality-database.com/profile/203176/mrs-kendal-the-elephant-man-1980-mbti-personality-type,1980.0,,80678.0
Mrs. Treves,the elephant man,ESFJ,https://www.personality-database.com/profile/203187/mrs-treves-the-elephant-man-1980-mbti-personality-type,1980.0,,80678.0
Fox,the elephant man,ESTJ,https://www.personality-database.com/profile/203190/fox-the-elephant-man-1980-mbti-personality-type,1980.0,,80678.0
Mothershead,the elephant man,ESTJ,https://www.personality-database.com/profile/203186/mothershead-the-elephant-man-1980-mbti-personality-type,1980.0,,80678.0
Bytes,the elephant man,ESTJ,https://www.personality-database.com/profile/203185/bytes-the-elephant-man-1980-mbti-personality-type,1980.0,,80678.0
Carr Gomm,the elephant man,ESTJ,https://www.personality-database.com/profile/203180/carr-gomm-the-elephant-man-1980-mbti-personality-type,1980.0,,80678.0
Jim,the elephant man,ESTP,https://www.personality-database.com/profile/203188/jim-the-elephant-man-1980-mbti-personality-type,1980.0,,80678.0
Nora,the elephant man,ISFJ,https://www.personality-database.com/profile/203189/nora-the-elephant-man-1980-mbti-personality-type,1980.0,,80678.0
John Merrick,the elephant man,ISFJ,https://www.personality-database.com/profile/40508/john-merrick-the-elephant-man-1980-mbti-personality-type,1980.0,,80678.0
Frederick Treves,the elephant man,ISTJ,https://www.personality-database.com/profile/203174/frederick-treves-the-elephant-man-1980-mbti-personality-type,1980.0,,80678.0
Kelli Presley,black christmas,ENFJ,https://www.personality-database.com/profile/202000/kelli-presley-black-christmas-2006-mbti-personality-type,2006.0,,454082.0
Leigh Colvin,black christmas,ESFJ,https://www.personality-database.com/profile/202382/leigh-colvin-black-christmas-2006-mbti-personality-type,2006.0,,454082.0
Lauren Hannon,black christmas,ESFP,https://www.personality-database.com/profile/202003/lauren-hannon-black-christmas-2006-mbti-personality-type,2006.0,,454082.0
Dana Mathis,black christmas,ESTP,https://www.personality-database.com/profile/202379/dana-mathis-black-christmas-2006-mbti-personality-type,2006.0,,454082.0
Billy Lenz,black christmas,ISFP,https://www.personality-database.com/profile/202383/billy-lenz-black-christmas-2006-mbti-personality-type,2006.0,,454082.0
Heather Fitzgerald,black christmas,ISTJ,https://www.personality-database.com/profile/202002/heather-fitzgerald-black-christmas-2006-mbti-personality-type,2006.0,,454082.0
Kyle Autry,black christmas,ISTP,https://www.personality-database.com/profile/202381/kyle-autry-black-christmas-2006-mbti-personality-type,2006.0,,454082.0
Kofi,the last black man in san francisco,ENFJ,https://www.personality-database.com/profile/201751/kofi-the-last-black-man-in-san-francisco-2019-mbti-personality-type,2019.0,,4353250.0
Montgomery Allen,the last black man in san francisco,INFJ,https://www.personality-database.com/profile/201750/montgomery-allen-the-last-black-man-in-san-francisco-2019-mbti-personality-type,2019.0,,4353250.0
Jimmie Fails,the last black man in san francisco,INFP,https://www.personality-database.com/profile/201749/jimmie-fails-the-last-black-man-in-san-francisco-2019-mbti-personality-type,2019.0,,4353250.0
Ruth-Ann,wildlife,ENFJ,https://www.personality-database.com/profile/196457/ruthann-wildlife-2018-mbti-personality-type,2018.0,,5929754.0
Warren Miller,wildlife,ESTJ,https://www.personality-database.com/profile/196426/warren-miller-wildlife-2018-mbti-personality-type,2018.0,,5929754.0
Joe Brinson,wildlife,INFP,https://www.personality-database.com/profile/196424/joe-brinson-wildlife-2018-mbti-personality-type,2018.0,,5929754.0
Jeanette Brinson,wildlife,ISFJ,https://www.personality-database.com/profile/196425/jeanette-brinson-wildlife-2018-mbti-personality-type,2018.0,,5929754.0
