character,movie,mbti,href,year,id
Joy,inside out,ENFJ,https://www.personality-database.com/profile/859/joy-inside-out-2015-mbti-personality-type,2015.0,2096673.0
Riley's Mom's Sadness,inside out,ENFJ,https://www.personality-database.com/profile/501047/rileys-moms-sadness-inside-out-2015-mbti-personality-type,2015.0,2096673.0
Bing Bong,inside out,ENFP,https://www.personality-database.com/profile/864/bing-bong-inside-out-2015-mbti-personality-type,2015.0,2096673.0
Riley's Dad's Anger,inside out,ENTJ,https://www.personality-database.com/profile/474263/rileys-dads-anger-inside-out-2015-mbti-personality-type,2015.0,2096673.0
Jill Andersen,inside out,ESFJ,https://www.personality-database.com/profile/38537/jill-andersen-inside-out-2015-mbti-personality-type,2015.0,2096673.0
Meg,inside out,ESFP,https://www.personality-database.com/profile/577430/meg-inside-out-2015-mbti-personality-type,2015.0,2096673.0
The Imaginary Boyfriend,inside out,ESFP,https://www.personality-database.com/profile/577429/the-imaginary-boyfriend-inside-out-2015-mbti-personality-type,2015.0,2096673.0
Jangles the Clown,inside out,ESFP,https://www.personality-database.com/profile/340595/jangles-the-clown-inside-out-2015-mbti-personality-type,2015.0,2096673.0
Anger,inside out,ESTJ,https://www.personality-database.com/profile/862/anger-inside-out-2015-mbti-personality-type,2015.0,2096673.0
The Dream Producer,inside out,ESTJ,https://www.personality-database.com/profile/501441/the-dream-producer-inside-out-2015-mbti-personality-type,2015.0,2096673.0
Disgust,inside out,ESTP,https://www.personality-database.com/profile/863/disgust-inside-out-2015-mbti-personality-type,2015.0,2096673.0
Sadness,inside out,INFP,https://www.personality-database.com/profile/860/sadness-inside-out-2015-mbti-personality-type,2015.0,2096673.0
Jordan,inside out,INTP,https://www.personality-database.com/profile/196832/jordan-inside-out-2015-mbti-personality-type,2015.0,2096673.0
Fear,inside out,ISFJ,https://www.personality-database.com/profile/861/fear-inside-out-2015-mbti-personality-type,2015.0,2096673.0
Riley Andersen,inside out,ISFP,https://www.personality-database.com/profile/12585/riley-andersen-inside-out-2015-mbti-personality-type,2015.0,2096673.0
Bill Andersen,inside out,ISTJ,https://www.personality-database.com/profile/41170/bill-andersen-inside-out-2015-mbti-personality-type,2015.0,2096673.0
Mind Worker,inside out,ISTP,https://www.personality-database.com/profile/496961/mind-worker-inside-out-2015-mbti-personality-type,2015.0,2096673.0
Elle Woods,legally blonde,ENFJ,https://www.personality-database.com/profile/15459/elle-woods-legally-blonde-2001-mbti-personality-type,2001.0,250494.0
Bruiser Woods,legally blonde,ENTP,https://www.personality-database.com/profile/514311/bruiser-woods-legally-blonde-2001-mbti-personality-type,2001.0,250494.0
Margot,legally blonde,ESFJ,https://www.personality-database.com/profile/232725/margot-legally-blonde-2001-mbti-personality-type,2001.0,250494.0
Kyle O'Boyle,legally blonde,ESFJ,https://www.personality-database.com/profile/232722/kyle-oboyle-legally-blonde-2001-mbti-personality-type,2001.0,250494.0
Serena,legally blonde,ESFP,https://www.personality-database.com/profile/232726/serena-legally-blonde-2001-mbti-personality-type,2001.0,250494.0
Brooke Taylor-Windham,legally blonde,ESFP,https://www.personality-database.com/profile/232719/brooke-taylorwindham-legally-blonde-2001-mbti-personality-type,2001.0,250494.0
Professor Stromwell,legally blonde,ESTJ,https://www.personality-database.com/profile/232720/professor-stromwell-legally-blonde-2001-mbti-personality-type,2001.0,250494.0
Vivian Kensington,legally blonde,ESTJ,https://www.personality-database.com/profile/31422/vivian-kensington-legally-blonde-2001-mbti-personality-type,2001.0,250494.0
Enrique Salvatore,legally blonde,ESTP,https://www.personality-database.com/profile/232734/enrique-salvatore-legally-blonde-2001-mbti-personality-type,2001.0,250494.0
Emmett Richmond,legally blonde,INFJ,https://www.personality-database.com/profile/15460/emmett-richmond-legally-blonde-2001-mbti-personality-type,2001.0,250494.0
Professor Callahan,legally blonde,INTJ,https://www.personality-database.com/profile/103308/professor-callahan-legally-blonde-2001-mbti-personality-type,2001.0,250494.0
Warner Huntington III,legally blonde,ISFJ,https://www.personality-database.com/profile/103305/warner-huntington-iii-legally-blonde-2001-mbti-personality-type,2001.0,250494.0
Chutney Windham,legally blonde,ISFP,https://www.personality-database.com/profile/232718/chutney-windham-legally-blonde-2001-mbti-personality-type,2001.0,250494.0
Paulette Bonafonté,legally blonde,ISFP,https://www.personality-database.com/profile/31423/paulette-bonafont-legally-blonde-2001-mbti-personality-type,2001.0,250494.0
David Kidney,legally blonde,ISTJ,https://www.personality-database.com/profile/232731/david-kidney-legally-blonde-2001-mbti-personality-type,2001.0,250494.0
Neytiri te Tskaha Mo'at'ite,avatar,ENFJ,https://www.personality-database.com/profile/7822/neytiri-te-tskaha-moatite-avatar-franchise-mbti-personality-type,2009.0,499549.0
Tsireya,avatar,ENFJ,https://www.personality-database.com/profile/375394/tsireya-avatar-franchise-mbti-personality-type,2009.0,499549.0
Payakan,avatar,ENFJ,https://www.personality-database.com/profile/732513/payakan-avatar-franchise-mbti-personality-type,2009.0,499549.0
Tonowari,avatar,ENFJ,https://www.personality-database.com/profile/139923/tonowari-avatar-franchise-mbti-personality-type,2009.0,499549.0
Tuktirey,avatar,ENFP,https://www.personality-database.com/profile/375393/tuktirey-avatar-franchise-mbti-personality-type,2009.0,499549.0
Recom. Miles Quaritch,avatar,ENTJ,https://www.personality-database.com/profile/1120902/recom-miles-quaritch-avatar-franchise-mbti-personality-type,2009.0,499549.0
Ikeyni,avatar,INTJ,https://www.personality-database.com/profile/1604332/ikeyni-avatar-franchise-mbti-personality-type,2009.0,499549.0
"Miles ""Spider"" Socorro",avatar,ESFP,https://www.personality-database.com/profile/707474/miles-spider-socorro-avatar-franchise-mbti-personality-type,2009.0,499549.0
Tarsem,avatar,ESFP,https://www.personality-database.com/profile/375398/tarsem-avatar-franchise-mbti-personality-type,2009.0,499549.0
Col. Miles Quaritch,avatar,ESTJ,https://www.personality-database.com/profile/37826/col-miles-quaritch-avatar-franchise-mbti-personality-type,2009.0,499549.0
Ronal,avatar,ESTJ,https://www.personality-database.com/profile/375399/ronal-avatar-franchise-mbti-personality-type,2009.0,499549.0
General Frances Ardmore,avatar,ESTJ,https://www.personality-database.com/profile/139925/general-frances-ardmore-avatar-franchise-mbti-personality-type,2009.0,499549.0
Aonung,avatar,ESTP,https://www.personality-database.com/profile/375395/aonung-avatar-franchise-mbti-personality-type,2009.0,499549.0
Rotxo,avatar,ESTP,https://www.personality-database.com/profile/375396/rotxo-avatar-franchise-mbti-personality-type,2009.0,499549.0
Lyle Wainfleet,avatar,ESTP,https://www.personality-database.com/profile/139924/lyle-wainfleet-avatar-franchise-mbti-personality-type,2009.0,499549.0
Mick Scoresby,avatar,ESTP,https://www.personality-database.com/profile/139926/mick-scoresby-avatar-franchise-mbti-personality-type,2009.0,499549.0
Trudy Chacón,avatar,ESTP,https://www.personality-database.com/profile/88588/trudy-chacn-avatar-franchise-mbti-personality-type,2009.0,499549.0
Parker Selfridge,avatar,ESTP,https://www.personality-database.com/profile/37829/parker-selfridge-avatar-franchise-mbti-personality-type,2009.0,499549.0
Neteyam,avatar,INFJ,https://www.personality-database.com/profile/375391/neteyam-avatar-franchise-mbti-personality-type,2009.0,499549.0
Eywa,avatar,INFJ,https://www.personality-database.com/profile/182956/eywa-avatar-franchise-mbti-personality-type,2009.0,499549.0
Mo'at,avatar,INFJ,https://www.personality-database.com/profile/139645/moat-avatar-franchise-mbti-personality-type,2009.0,499549.0
Kiri,avatar,INFP,https://www.personality-database.com/profile/707454/kiri-avatar-franchise-mbti-personality-type,2009.0,499549.0
Dr. Grace Augustine,avatar,INTP,https://www.personality-database.com/profile/37828/dr-grace-augustine-avatar-franchise-mbti-personality-type,2009.0,499549.0
Ian Garvin,avatar,INTP,https://www.personality-database.com/profile/139928/ian-garvin-avatar-franchise-mbti-personality-type,2009.0,499549.0
Dr. Max Patel,avatar,INTP,https://www.personality-database.com/profile/139643/dr-max-patel-avatar-franchise-mbti-personality-type,2009.0,499549.0
Dr. Norm Spellman,avatar,INTP,https://www.personality-database.com/profile/88593/dr-norm-spellman-avatar-franchise-mbti-personality-type,2009.0,499549.0
Lo'ak,avatar,ISFP,https://www.personality-database.com/profile/375392/loak-avatar-franchise-mbti-personality-type,2009.0,499549.0
Tsu'tey,avatar,ISTJ,https://www.personality-database.com/profile/37827/tsutey-avatar-franchise-mbti-personality-type,2009.0,499549.0
Eytukan,avatar,ISTJ,https://www.personality-database.com/profile/139646/eytukan-avatar-franchise-mbti-personality-type,2009.0,499549.0
"Jake Sully ""Tsyeyk te Suli""",avatar,ISTP,https://www.personality-database.com/profile/7422/jake-sully-tsyeyk-te-suli-avatar-franchise-mbti-personality-type,2009.0,499549.0
Avatar Chud,avatar,ISTP,https://www.personality-database.com/profile/1125736/avatar-chud-avatar-franchise-mbti-personality-type,2009.0,499549.0
Judy Hopps,zootopia,ENFJ,https://www.personality-database.com/profile/2559/judy-hopps-zootopia-2016-mbti-personality-type,2016.0,2948356.0
Mr. Big,zootopia,ENTJ,https://www.personality-database.com/profile/15841/mr-big-zootopia-2016-mbti-personality-type,2016.0,2948356.0
Nick Wilde,zootopia,ENTP,https://www.personality-database.com/profile/2560/nick-wilde-zootopia-2016-mbti-personality-type,2016.0,2948356.0
Flash Slothmore,zootopia,ENTP,https://www.personality-database.com/profile/106099/flash-slothmore-zootopia-2016-mbti-personality-type,2016.0,2948356.0
Leodore Lionheart,zootopia,ESFJ,https://www.personality-database.com/profile/2567/leodore-lionheart-zootopia-2016-mbti-personality-type,2016.0,2948356.0
Bonnie Hopps,zootopia,ESFJ,https://www.personality-database.com/profile/2564/bonnie-hopps-zootopia-2016-mbti-personality-type,2016.0,2948356.0
Sam,zootopia,ESFJ,https://www.personality-database.com/profile/595254/sam-zootopia-2016-mbti-personality-type,2016.0,2948356.0
Fru Fru,zootopia,ESFP,https://www.personality-database.com/profile/129013/fru-fru-zootopia-2016-mbti-personality-type,2016.0,2948356.0
Gazelle,zootopia,ESFP,https://www.personality-database.com/profile/106101/gazelle-zootopia-2016-mbti-personality-type,2016.0,2948356.0
Stu Hopps,zootopia,ESFP,https://www.personality-database.com/profile/2565/stu-hopps-zootopia-2016-mbti-personality-type,2016.0,2948356.0
Benjamin Clawhauser,zootopia,ESFP,https://www.personality-database.com/profile/2563/benjamin-clawhauser-zootopia-2016-mbti-personality-type,2016.0,2948356.0
Major Friedkin,zootopia,ESTJ,https://www.personality-database.com/profile/353311/major-friedkin-zootopia-2016-mbti-personality-type,2016.0,2948356.0
Chief Bogo,zootopia,ESTJ,https://www.personality-database.com/profile/2561/chief-bogo-zootopia-2016-mbti-personality-type,2016.0,2948356.0
Gideon Grey,zootopia,ESTP,https://www.personality-database.com/profile/153387/gideon-grey-zootopia-2016-mbti-personality-type,2016.0,2948356.0
The Woodchuck Bully,zootopia,ESTP,https://www.personality-database.com/profile/367909/the-woodchuck-bully-zootopia-2016-mbti-personality-type,2016.0,2948356.0
Travis,zootopia,ESTP,https://www.personality-database.com/profile/189191/travis-zootopia-2016-mbti-personality-type,2016.0,2948356.0
Dawn Bellwether,zootopia,INFJ,https://www.personality-database.com/profile/2562/dawn-bellwether-zootopia-2016-mbti-personality-type,2016.0,2948356.0
Woolter,zootopia,INTJ,https://www.personality-database.com/profile/261076/woolter-zootopia-2016-mbti-personality-type,2016.0,2948356.0
Jesse,zootopia,INTP,https://www.personality-database.com/profile/261077/jesse-zootopia-2016-mbti-personality-type,2016.0,2948356.0
Dr. Badger,zootopia,INTP,https://www.personality-database.com/profile/367915/dr-badger-zootopia-2016-mbti-personality-type,2016.0,2948356.0
Doug Ramses,zootopia,INTP,https://www.personality-database.com/profile/261075/doug-ramses-zootopia-2016-mbti-personality-type,2016.0,2948356.0
Gary,zootopia,ISFJ,https://www.personality-database.com/profile/367913/gary-zootopia-2016-mbti-personality-type,2016.0,2948356.0
Mr. Manchas,zootopia,ISFJ,https://www.personality-database.com/profile/367906/mr-manchas-zootopia-2016-mbti-personality-type,2016.0,2948356.0
Mrs. Otterton,zootopia,ISFJ,https://www.personality-database.com/profile/159026/mrs-otterton-zootopia-2016-mbti-personality-type,2016.0,2948356.0
Emmitt Otterton,zootopia,ISFP,https://www.personality-database.com/profile/596936/emmitt-otterton-zootopia-2016-mbti-personality-type,2016.0,2948356.0
Yax,zootopia,ISFP,https://www.personality-database.com/profile/2566/yax-zootopia-2016-mbti-personality-type,2016.0,2948356.0
Koslov,zootopia,ISTJ,https://www.personality-database.com/profile/746011/koslov-zootopia-2016-mbti-personality-type,2016.0,2948356.0
Junior Ranger Scouts Pack 914,zootopia,ISTJ,https://www.personality-database.com/profile/367910/junior-ranger-scouts-pack-914-zootopia-2016-mbti-personality-type,2016.0,2948356.0
Nangi,zootopia,ISTP,https://www.personality-database.com/profile/411926/nangi-zootopia-2016-mbti-personality-type,2016.0,2948356.0
Duke Weaselton,zootopia,ISTP,https://www.personality-database.com/profile/108472/duke-weaselton-zootopia-2016-mbti-personality-type,2016.0,2948356.0
Finnick,zootopia,ISTP,https://www.personality-database.com/profile/23218/finnick-zootopia-2016-mbti-personality-type,2016.0,2948356.0
Hans Westergaard,frozen,ENFJ,https://www.personality-database.com/profile/752/hans-westergaard-frozen-franchise-mbti-personality-type,2010.0,1323045.0
Hans Westergaard,frozen,ENFJ,https://www.personality-database.com/profile/752/hans-westergaard-frozen-franchise-mbti-personality-type,2013.0,2294629.0
Bulda,frozen,ENFJ,https://www.personality-database.com/profile/203403/bulda-frozen-franchise-mbti-personality-type,2010.0,1323045.0
Bulda,frozen,ENFJ,https://www.personality-database.com/profile/203403/bulda-frozen-franchise-mbti-personality-type,2013.0,2294629.0
Honeymaren Nattura,frozen,ENFJ,https://www.personality-database.com/profile/59706/honeymaren-nattura-frozen-franchise-mbti-personality-type,2010.0,1323045.0
Honeymaren Nattura,frozen,ENFJ,https://www.personality-database.com/profile/59706/honeymaren-nattura-frozen-franchise-mbti-personality-type,2013.0,2294629.0
Anna,frozen,ENFP,https://www.personality-database.com/profile/749/anna-frozen-franchise-mbti-personality-type,2010.0,1323045.0
Anna,frozen,ENFP,https://www.personality-database.com/profile/749/anna-frozen-franchise-mbti-personality-type,2013.0,2294629.0
Olaf,frozen,ENFP,https://www.personality-database.com/profile/751/olaf-frozen-franchise-mbti-personality-type,2010.0,1323045.0
Olaf,frozen,ENFP,https://www.personality-database.com/profile/751/olaf-frozen-franchise-mbti-personality-type,2013.0,2294629.0
Iduna,frozen,ENFP,https://www.personality-database.com/profile/12724/iduna-frozen-franchise-mbti-personality-type,2010.0,1323045.0
Iduna,frozen,ENFP,https://www.personality-database.com/profile/12724/iduna-frozen-franchise-mbti-personality-type,2013.0,2294629.0
Not,frozen,ENTJ,https://www.personality-database.com/profile/60238/not-frozen-franchise-mbti-personality-type,2010.0,1323045.0
Not,frozen,ENTJ,https://www.personality-database.com/profile/60238/not-frozen-franchise-mbti-personality-type,2013.0,2294629.0
Oaken,frozen,ESFJ,https://www.personality-database.com/profile/8779/oaken-frozen-franchise-mbti-personality-type,2010.0,1323045.0
Oaken,frozen,ESFJ,https://www.personality-database.com/profile/8779/oaken-frozen-franchise-mbti-personality-type,2013.0,2294629.0
Olina,frozen,ESFJ,https://www.personality-database.com/profile/72776/olina-frozen-franchise-mbti-personality-type,2010.0,1323045.0
Olina,frozen,ESFJ,https://www.personality-database.com/profile/72776/olina-frozen-franchise-mbti-personality-type,2013.0,2294629.0
Halima,frozen,ESFJ,https://www.personality-database.com/profile/72775/halima-frozen-franchise-mbti-personality-type,2010.0,1323045.0
Halima,frozen,ESFJ,https://www.personality-database.com/profile/72775/halima-frozen-franchise-mbti-personality-type,2013.0,2294629.0
Gale,frozen,ESFP,https://www.personality-database.com/profile/66938/gale-frozen-franchise-mbti-personality-type,2010.0,1323045.0
Gale,frozen,ESFP,https://www.personality-database.com/profile/66938/gale-frozen-franchise-mbti-personality-type,2013.0,2294629.0
Snowgies,frozen,ESFP,https://www.personality-database.com/profile/66937/snowgies-frozen-franchise-mbti-personality-type,2010.0,1323045.0
Snowgies,frozen,ESFP,https://www.personality-database.com/profile/66937/snowgies-frozen-franchise-mbti-personality-type,2013.0,2294629.0
Duke of Weselton,frozen,ESTJ,https://www.personality-database.com/profile/12727/duke-of-weselton-frozen-franchise-mbti-personality-type,2010.0,1323045.0
Duke of Weselton,frozen,ESTJ,https://www.personality-database.com/profile/12727/duke-of-weselton-frozen-franchise-mbti-personality-type,2013.0,2294629.0
Runeard,frozen,ESTJ,https://www.personality-database.com/profile/66936/runeard-frozen-franchise-mbti-personality-type,2010.0,1323045.0
Runeard,frozen,ESTJ,https://www.personality-database.com/profile/66936/runeard-frozen-franchise-mbti-personality-type,2013.0,2294629.0
Elsa,frozen,INFJ,https://www.personality-database.com/profile/741/elsa-frozen-franchise-mbti-personality-type,2010.0,1323045.0
Elsa,frozen,INFJ,https://www.personality-database.com/profile/741/elsa-frozen-franchise-mbti-personality-type,2013.0,2294629.0
Nøkk,frozen,INFJ,https://www.personality-database.com/profile/38634/nkk-frozen-franchise-mbti-personality-type,2010.0,1323045.0
Nøkk,frozen,INFJ,https://www.personality-database.com/profile/38634/nkk-frozen-franchise-mbti-personality-type,2013.0,2294629.0
Grand Pabbie,frozen,INFJ,https://www.personality-database.com/profile/12726/grand-pabbie-frozen-franchise-mbti-personality-type,2010.0,1323045.0
Grand Pabbie,frozen,INFJ,https://www.personality-database.com/profile/12726/grand-pabbie-frozen-franchise-mbti-personality-type,2013.0,2294629.0
Ahtohallan,frozen,INFJ,https://www.personality-database.com/profile/434738/ahtohallan-frozen-franchise-mbti-personality-type,2010.0,1323045.0
Ahtohallan,frozen,INFJ,https://www.personality-database.com/profile/434738/ahtohallan-frozen-franchise-mbti-personality-type,2013.0,2294629.0
Samantha,frozen,INFJ,https://www.personality-database.com/profile/129131/samantha-frozen-franchise-mbti-personality-type,2010.0,1323045.0
Samantha,frozen,INFJ,https://www.personality-database.com/profile/129131/samantha-frozen-franchise-mbti-personality-type,2013.0,2294629.0
The Voice,frozen,INFP,https://www.personality-database.com/profile/245364/the-voice-frozen-franchise-mbti-personality-type,2010.0,1323045.0
The Voice,frozen,INFP,https://www.personality-database.com/profile/245364/the-voice-frozen-franchise-mbti-personality-type,2013.0,2294629.0
Ryder,frozen,INFP,https://www.personality-database.com/profile/59707/ryder-frozen-franchise-mbti-personality-type,2010.0,1323045.0
Ryder,frozen,INFP,https://www.personality-database.com/profile/59707/ryder-frozen-franchise-mbti-personality-type,2013.0,2294629.0
Parker O´Neil,frozen,INFP,https://www.personality-database.com/profile/1018209/parker-oneil-frozen-2010-mbti-personality-type,2010.0,1323045.0
Parker O´Neil,frozen,INFP,https://www.personality-database.com/profile/1018209/parker-oneil-frozen-2010-mbti-personality-type,2013.0,2294629.0
Sitron,frozen,INFP,https://www.personality-database.com/profile/430462/sitron-frozen-franchise-mbti-personality-type,2010.0,1323045.0
Sitron,frozen,INFP,https://www.personality-database.com/profile/430462/sitron-frozen-franchise-mbti-personality-type,2013.0,2294629.0
Agnarr,frozen,INTJ,https://www.personality-database.com/profile/12725/agnarr-frozen-franchise-mbti-personality-type,2010.0,1323045.0
Agnarr,frozen,INTJ,https://www.personality-database.com/profile/12725/agnarr-frozen-franchise-mbti-personality-type,2013.0,2294629.0
Marshmallow,frozen,INTP,https://www.personality-database.com/profile/38633/marshmallow-frozen-franchise-mbti-personality-type,2010.0,1323045.0
Marshmallow,frozen,INTP,https://www.personality-database.com/profile/38633/marshmallow-frozen-franchise-mbti-personality-type,2013.0,2294629.0
Destin Mattias,frozen,ISFJ,https://www.personality-database.com/profile/58725/destin-mattias-frozen-franchise-mbti-personality-type,2010.0,1323045.0
Destin Mattias,frozen,ISFJ,https://www.personality-database.com/profile/58725/destin-mattias-frozen-franchise-mbti-personality-type,2013.0,2294629.0
Gerda,frozen,ISFJ,https://www.personality-database.com/profile/12730/gerda-frozen-franchise-mbti-personality-type,2010.0,1323045.0
Gerda,frozen,ISFJ,https://www.personality-database.com/profile/12730/gerda-frozen-franchise-mbti-personality-type,2013.0,2294629.0
Kai,frozen,ISFJ,https://www.personality-database.com/profile/12729/kai-frozen-franchise-mbti-personality-type,2010.0,1323045.0
Kai,frozen,ISFJ,https://www.personality-database.com/profile/12729/kai-frozen-franchise-mbti-personality-type,2013.0,2294629.0
Sven,frozen,ISFJ,https://www.personality-database.com/profile/8778/sven-frozen-franchise-mbti-personality-type,2010.0,1323045.0
Sven,frozen,ISFJ,https://www.personality-database.com/profile/8778/sven-frozen-franchise-mbti-personality-type,2013.0,2294629.0
Bruni,frozen,ISFP,https://www.personality-database.com/profile/60237/bruni-frozen-franchise-mbti-personality-type,2010.0,1323045.0
Bruni,frozen,ISFP,https://www.personality-database.com/profile/60237/bruni-frozen-franchise-mbti-personality-type,2013.0,2294629.0
Kristoff Bjorgman,frozen,ISTP,https://www.personality-database.com/profile/750/kristoff-bjorgman-frozen-franchise-mbti-personality-type,2010.0,1323045.0
Kristoff Bjorgman,frozen,ISTP,https://www.personality-database.com/profile/750/kristoff-bjorgman-frozen-franchise-mbti-personality-type,2013.0,2294629.0
Earth Giants,frozen,ISTP,https://www.personality-database.com/profile/72774/earth-giants-frozen-franchise-mbti-personality-type,2010.0,1323045.0
Earth Giants,frozen,ISTP,https://www.personality-database.com/profile/72774/earth-giants-frozen-franchise-mbti-personality-type,2013.0,2294629.0
"Lots-o'-Huggin' Bear / ""Lotso""",toy story,ENFJ,https://www.personality-database.com/profile/20205/lotsohuggin-bear-lotso-toy-story-franchise-mbti-personality-type,1995.0,114709.0
Rib Tickles,toy story,ENFJ,https://www.personality-database.com/profile/178730/rib-tickles-toy-story-franchise-mbti-personality-type,1995.0,114709.0
Andy Davis,toy story,ENFP,https://www.personality-database.com/profile/884/andy-davis-toy-story-franchise-mbti-personality-type,1995.0,114709.0
Peas-in-a-Pod,toy story,ENFP,https://www.personality-database.com/profile/178726/peasinapod-toy-story-franchise-mbti-personality-type,1995.0,114709.0
Emperor Zurg,toy story,ENTJ,https://www.personality-database.com/profile/20210/emperor-zurg-toy-story-franchise-mbti-personality-type,1995.0,114709.0
The Cleric,toy story,ENTJ,https://www.personality-database.com/profile/178735/the-cleric-toy-story-franchise-mbti-personality-type,1995.0,114709.0
Stretch,toy story,ENTP,https://www.personality-database.com/profile/178734/stretch-toy-story-franchise-mbti-personality-type,1995.0,114709.0
See ‘n Say,toy story,ENTP,https://www.personality-database.com/profile/178732/see-n-say-toy-story-franchise-mbti-personality-type,1995.0,114709.0
Woody,toy story,ESFJ,https://www.personality-database.com/profile/878/woody-toy-story-franchise-mbti-personality-type,1995.0,114709.0
Gabby Gabby,toy story,ESFJ,https://www.personality-database.com/profile/40232/gabby-gabby-toy-story-franchise-mbti-personality-type,1995.0,114709.0
Barbie,toy story,ESFJ,https://www.personality-database.com/profile/20215/barbie-toy-story-franchise-mbti-personality-type,1995.0,114709.0
Ken,toy story,ESFJ,https://www.personality-database.com/profile/20214/ken-toy-story-franchise-mbti-personality-type,1995.0,114709.0
Mrs. Potato Head,toy story,ESFJ,https://www.personality-database.com/profile/20209/mrs-potato-head-toy-story-franchise-mbti-personality-type,1995.0,114709.0
Giggle McDimples,toy story,ESFJ,https://www.personality-database.com/profile/178717/giggle-mcdimples-toy-story-franchise-mbti-personality-type,1995.0,114709.0
Mrs. Davis,toy story,ESFJ,https://www.personality-database.com/profile/161113/mrs-davis-toy-story-franchise-mbti-personality-type,1995.0,114709.0
Mrs. Nesbitt,toy story,ESFJ,https://www.personality-database.com/profile/180758/mrs-nesbitt-toy-story-franchise-mbti-personality-type,1995.0,114709.0
Tour Guide Barbie,toy story,ESFJ,https://www.personality-database.com/profile/178737/tour-guide-barbie-toy-story-franchise-mbti-personality-type,1995.0,114709.0
Bonnie's Dad,toy story,ESFJ,https://www.personality-database.com/profile/178223/bonnies-dad-toy-story-franchise-mbti-personality-type,1995.0,114709.0
Jessie,toy story,ESFP,https://www.personality-database.com/profile/2218/jessie-toy-story-franchise-mbti-personality-type,1995.0,114709.0
Trixie,toy story,ESFP,https://www.personality-database.com/profile/85586/trixie-toy-story-franchise-mbti-personality-type,1995.0,114709.0
Ducky,toy story,ESFP,https://www.personality-database.com/profile/43005/ducky-toy-story-franchise-mbti-personality-type,1995.0,114709.0
Duke Caboom,toy story,ESFP,https://www.personality-database.com/profile/40233/duke-caboom-toy-story-franchise-mbti-personality-type,1995.0,114709.0
Mr. Jones,toy story,ESFP,https://www.personality-database.com/profile/178723/mr-jones-toy-story-franchise-mbti-personality-type,1995.0,114709.0
Babyface,toy story,ESFP,https://www.personality-database.com/profile/178711/babyface-toy-story-franchise-mbti-personality-type,1995.0,114709.0
Emily,toy story,ESFP,https://www.personality-database.com/profile/178227/emily-toy-story-franchise-mbti-personality-type,1995.0,114709.0
Buster,toy story,ESFP,https://www.personality-database.com/profile/178225/buster-toy-story-franchise-mbti-personality-type,1995.0,114709.0
Mr. Potato Head,toy story,ESTJ,https://www.personality-database.com/profile/883/mr-potato-head-toy-story-franchise-mbti-personality-type,1995.0,114709.0
Sarge / Sergeant,toy story,ESTJ,https://www.personality-database.com/profile/178231/sarge-sergeant-toy-story-franchise-mbti-personality-type,1995.0,114709.0
The Monkey,toy story,ESTJ,https://www.personality-database.com/profile/178235/the-monkey-toy-story-franchise-mbti-personality-type,1995.0,114709.0
Dolly,toy story,ESTJ,https://www.personality-database.com/profile/85589/dolly-toy-story-franchise-mbti-personality-type,1995.0,114709.0
Ultra Buzz Lightyear,toy story,ESTJ,https://www.personality-database.com/profile/343280/ultra-buzz-lightyear-toy-story-franchise-mbti-personality-type,1995.0,114709.0
Reptillus Maximus,toy story,ESTJ,https://www.personality-database.com/profile/178729/reptillus-maximus-toy-story-franchise-mbti-personality-type,1995.0,114709.0
Woody (Black Friday Reel),toy story,ESTJ,https://www.personality-database.com/profile/173435/woody-black-friday-reel-toy-story-franchise-mbti-personality-type,1995.0,114709.0
Buzz Lightyear,toy story,ESTP,https://www.personality-database.com/profile/879/buzz-lightyear-toy-story-franchise-mbti-personality-type,1995.0,114709.0
Al McWhiggin,toy story,ESTP,https://www.personality-database.com/profile/106902/al-mcwhiggin-toy-story-franchise-mbti-personality-type,1995.0,114709.0
Buttercup,toy story,ESTP,https://www.personality-database.com/profile/85588/buttercup-toy-story-franchise-mbti-personality-type,1995.0,114709.0
Spanish Buzz Lightyear,toy story,ESTP,https://www.personality-database.com/profile/528654/spanish-buzz-lightyear-toy-story-franchise-mbti-personality-type,1995.0,114709.0
Twitch,toy story,ESTP,https://www.personality-database.com/profile/178738/twitch-toy-story-franchise-mbti-personality-type,1995.0,114709.0
Barrel of Monkeys,toy story,ESTP,https://www.personality-database.com/profile/178712/barrel-of-monkeys-toy-story-franchise-mbti-personality-type,1995.0,114709.0
RC,toy story,INFJ,https://www.personality-database.com/profile/178230/rc-toy-story-franchise-mbti-personality-type,1995.0,114709.0
Chuckles the Clown,toy story,INFJ,https://www.personality-database.com/profile/85585/chuckles-the-clown-toy-story-franchise-mbti-personality-type,1995.0,114709.0
Mr. Pricklepants,toy story,INFJ,https://www.personality-database.com/profile/20211/mr-pricklepants-toy-story-franchise-mbti-personality-type,1995.0,114709.0
Bonnie Anderson,toy story,INFP,https://www.personality-database.com/profile/40865/bonnie-anderson-toy-story-franchise-mbti-personality-type,1995.0,114709.0
Tinny,toy story,INFP,https://www.personality-database.com/profile/178736/tinny-toy-story-franchise-mbti-personality-type,1995.0,114709.0
Angel Kitty,toy story,INFP,https://www.personality-database.com/profile/178709/angel-kitty-toy-story-franchise-mbti-personality-type,1995.0,114709.0
Chatter Telephone,toy story,INTJ,https://www.personality-database.com/profile/85587/chatter-telephone-toy-story-franchise-mbti-personality-type,1995.0,114709.0
