character,movie,mbti,href,year,id
José,encanto,ENFJ,https://www.personality-database.com/profile/537416/jos-encanto-2021-mbti-personality-type,2021.0,2953050.0
Broken Arm Guy,encanto,ENFJ,https://www.personality-database.com/profile/485341/broken-arm-guy-encanto-2021-mbti-personality-type,2021.0,2953050.0
Miracle Candle,encanto,ENFJ,https://www.personality-database.com/profile/480222/miracle-candle-encanto-2021-mbti-personality-type,2021.0,2953050.0
Pedro Madrigal,encanto,ENFJ,https://www.personality-database.com/profile/433793/pedro-madrigal-encanto-2021-mbti-personality-type,2021.0,2953050.0
Casita,encanto,ENFJ,https://www.personality-database.com/profile/430039/casita-encanto-2021-mbti-personality-type,2021.0,2953050.0
Mirabel Madrigal,encanto,ENFP,https://www.personality-database.com/profile/217412/mirabel-madrigal-encanto-2021-mbti-personality-type,2021.0,2953050.0
Unicorn,encanto,ENFP,https://www.personality-database.com/profile/487962/unicorn-encanto-2021-mbti-personality-type,2021.0,2953050.0
Alejandra,encanto,ENFP,https://www.personality-database.com/profile/443827/alejandra-encanto-2021-mbti-personality-type,2021.0,2953050.0
Parcé,encanto,ENFP,https://www.personality-database.com/profile/413431/parc-encanto-2021-mbti-personality-type,2021.0,2953050.0
Cerberus,encanto,ENTJ,https://www.personality-database.com/profile/487919/cerberus-encanto-2021-mbti-personality-type,2021.0,2953050.0
Camilo Madrigal,encanto,ENTP,https://www.personality-database.com/profile/353316/camilo-madrigal-encanto-2021-mbti-personality-type,2021.0,2953050.0
Rats,encanto,ENTP,https://www.personality-database.com/profile/489991/rats-encanto-2021-mbti-personality-type,2021.0,2953050.0
Félix Madrigal,encanto,ESFJ,https://www.personality-database.com/profile/403593/flix-madrigal-encanto-2021-mbti-personality-type,2021.0,2953050.0
Mariano Guzmán,encanto,ESFJ,https://www.personality-database.com/profile/413429/mariano-guzmn-encanto-2021-mbti-personality-type,2021.0,2953050.0
Señora Guzmán,encanto,ESFJ,https://www.personality-database.com/profile/433968/seora-guzmn-encanto-2021-mbti-personality-type,2021.0,2953050.0
Pepa Madrigal,encanto,ESFP,https://www.personality-database.com/profile/353317/pepa-madrigal-encanto-2021-mbti-personality-type,2021.0,2953050.0
Osvaldo (Donkey Delivery Guy),encanto,ESFP,https://www.personality-database.com/profile/432778/osvaldo-donkey-delivery-guy-encanto-2021-mbti-personality-type,2021.0,2953050.0
Pico,encanto,ESFP,https://www.personality-database.com/profile/423633/pico-encanto-2021-mbti-personality-type,2021.0,2953050.0
Isabela Madrigal,encanto,ESTJ,https://www.personality-database.com/profile/350435/isabela-madrigal-encanto-2021-mbti-personality-type,2021.0,2953050.0
Pumped Juancho,encanto,ESTP,https://www.personality-database.com/profile/443829/pumped-juancho-encanto-2021-mbti-personality-type,2021.0,2953050.0
Butterfly,encanto,INFJ,https://www.personality-database.com/profile/484597/butterfly-encanto-2021-mbti-personality-type,2021.0,2953050.0
Concerned guy,encanto,INFJ,https://www.personality-database.com/profile/588225/concerned-guy-encanto-2021-mbti-personality-type,2021.0,2953050.0
Telenovela Aunt,encanto,INFJ,https://www.personality-database.com/profile/490199/telenovela-aunt-encanto-2021-mbti-personality-type,2021.0,2953050.0
Antonio Madrigal,encanto,INFP,https://www.personality-database.com/profile/353315/antonio-madrigal-encanto-2021-mbti-personality-type,2021.0,2953050.0
Agustín Madrigal,encanto,INFP,https://www.personality-database.com/profile/403594/agustn-madrigal-encanto-2021-mbti-personality-type,2021.0,2953050.0
Jorge,encanto,INTJ,https://www.personality-database.com/profile/450565/jorge-encanto-2021-mbti-personality-type,2021.0,2953050.0
"""Townsgirl""",encanto,INTP,https://www.personality-database.com/profile/413433/townsgirl-encanto-2021-mbti-personality-type,2021.0,2953050.0
Bruno Madrigal,encanto,ISFJ,https://www.personality-database.com/profile/404557/bruno-madrigal-encanto-2021-mbti-personality-type,2021.0,2953050.0
Luisa Madrigal,encanto,ISFJ,https://www.personality-database.com/profile/352950/luisa-madrigal-encanto-2021-mbti-personality-type,2021.0,2953050.0
Julieta Madrigal,encanto,ISFJ,https://www.personality-database.com/profile/352711/julieta-madrigal-encanto-2021-mbti-personality-type,2021.0,2953050.0
Mother,encanto,ISFJ,https://www.personality-database.com/profile/489994/mother-encanto-2021-mbti-personality-type,2021.0,2953050.0
Padre Manuel,encanto,ISFJ,https://www.personality-database.com/profile/451380/padre-manuel-encanto-2021-mbti-personality-type,2021.0,2953050.0
Señora Pezmuerto,encanto,ISFJ,https://www.personality-database.com/profile/442593/seora-pezmuerto-encanto-2021-mbti-personality-type,2021.0,2953050.0
Dolores Madrigal,encanto,ISFP,https://www.personality-database.com/profile/395200/dolores-madrigal-encanto-2021-mbti-personality-type,2021.0,2953050.0
Town Kid #7,encanto,ISFP,https://www.personality-database.com/profile/485324/town-kid-7-encanto-2021-mbti-personality-type,2021.0,2953050.0
Alma “Abuela” Madrigal,encanto,ISTJ,https://www.personality-database.com/profile/403595/alma-abuela-madrigal-encanto-2021-mbti-personality-type,2021.0,2953050.0
Cactus Guy,encanto,ISTP,https://www.personality-database.com/profile/489898/cactus-guy-encanto-2021-mbti-personality-type,2021.0,2953050.0
Hernando,encanto,ISTP,https://www.personality-database.com/profile/450761/hernando-encanto-2021-mbti-personality-type,2021.0,2953050.0
Chispi,encanto,ISTP,https://www.personality-database.com/profile/413430/chispi-encanto-2021-mbti-personality-type,2021.0,2953050.0
King Ghezo,the woman king,ENFJ,https://www.personality-database.com/profile/521877/king-ghezo-the-woman-king-2022-mbti-personality-type,2022.0,8093700.0
Nanisca,the woman king,ENTJ,https://www.personality-database.com/profile/521873/nanisca-the-woman-king-2022-mbti-personality-type,2022.0,8093700.0
Shante,the woman king,ESFJ,https://www.personality-database.com/profile/1276406/shante-the-woman-king-2022-mbti-personality-type,2022.0,8093700.0
Nawi,the woman king,ESFP,https://www.personality-database.com/profile/521874/nawi-the-woman-king-2022-mbti-personality-type,2022.0,8093700.0
Oba Ade,the woman king,ESTJ,https://www.personality-database.com/profile/1276368/oba-ade-the-woman-king-2022-mbti-personality-type,2022.0,8093700.0
Izogie,the woman king,ESTP,https://www.personality-database.com/profile/563673/izogie-the-woman-king-2022-mbti-personality-type,2022.0,8093700.0
Amenza,the woman king,ISFJ,https://www.personality-database.com/profile/521875/amenza-the-woman-king-2022-mbti-personality-type,2022.0,8093700.0
Santo Ferreira,the woman king,ISFP,https://www.personality-database.com/profile/521876/santo-ferreira-the-woman-king-2022-mbti-personality-type,2022.0,8093700.0
Sera,leaving las vegas,ENFJ,https://www.personality-database.com/profile/521104/sera-leaving-las-vegas-1995-mbti-personality-type,1995.0,113627.0
Ben Sanderson,leaving las vegas,ENFP,https://www.personality-database.com/profile/521103/ben-sanderson-leaving-las-vegas-1995-mbti-personality-type,1995.0,113627.0
Yuri,leaving las vegas,ISTP,https://www.personality-database.com/profile/521105/yuri-leaving-las-vegas-1995-mbti-personality-type,1995.0,113627.0
Biker,despicable me,ENFJ,https://www.personality-database.com/profile/519523/biker-despicable-me-franchise-mbti-personality-type,2010.0,1323594.0
Svengeance,despicable me,ESFJ,https://www.personality-database.com/profile/519522/svengeance-despicable-me-franchise-mbti-personality-type,2010.0,1323594.0
Master Chow,despicable me,ENFJ,https://www.personality-database.com/profile/519516/master-chow-despicable-me-franchise-mbti-personality-type,2010.0,1323594.0
Otto,despicable me,ENFJ,https://www.personality-database.com/profile/519515/otto-despicable-me-franchise-mbti-personality-type,2010.0,1323594.0
Madge Nelson,despicable me,ENFJ,https://www.personality-database.com/profile/470758/madge-nelson-despicable-me-franchise-mbti-personality-type,2010.0,1323594.0
Lucy Wilde,despicable me,ENFP,https://www.personality-database.com/profile/3363/lucy-wilde-despicable-me-franchise-mbti-personality-type,2010.0,1323594.0
Agnes Gru,despicable me,ENFP,https://www.personality-database.com/profile/3361/agnes-gru-despicable-me-franchise-mbti-personality-type,2010.0,1323594.0
Dave,despicable me,ENFP,https://www.personality-database.com/profile/237536/dave-despicable-me-franchise-mbti-personality-type,2010.0,1323594.0
Jerry,despicable me,ENFP,https://www.personality-database.com/profile/237535/jerry-despicable-me-franchise-mbti-personality-type,2010.0,1323594.0
Scarlet Overkill,despicable me,ENTJ,https://www.personality-database.com/profile/202400/scarlet-overkill-despicable-me-franchise-mbti-personality-type,2010.0,1323594.0
Mr. Perkins,despicable me,ENTJ,https://www.personality-database.com/profile/365234/mr-perkins-despicable-me-franchise-mbti-personality-type,2010.0,1323594.0
Kevin,despicable me,ENTJ,https://www.personality-database.com/profile/30004/kevin-despicable-me-franchise-mbti-personality-type,2010.0,1323594.0
Henry,despicable me,ENTJ,https://www.personality-database.com/profile/354363/henry-despicable-me-franchise-mbti-personality-type,2010.0,1323594.0
Stuart,despicable me,ENTP,https://www.personality-database.com/profile/30005/stuart-despicable-me-franchise-mbti-personality-type,2010.0,1323594.0
"Victor Perkins ""Vector""",despicable me,ENTP,https://www.personality-database.com/profile/3362/victor-perkins-vector-despicable-me-franchise-mbti-personality-type,2010.0,1323594.0
Balthazar Bratt,despicable me,ENTP,https://www.personality-database.com/profile/99030/balthazar-bratt-despicable-me-franchise-mbti-personality-type,2010.0,1323594.0
Ken,despicable me,ENTP,https://www.personality-database.com/profile/519647/ken-despicable-me-franchise-mbti-personality-type,2010.0,1323594.0
Carnival Barker,despicable me,ENTP,https://www.personality-database.com/profile/366446/carnival-barker-despicable-me-franchise-mbti-personality-type,2010.0,1323594.0
Tim,despicable me,ENTP,https://www.personality-database.com/profile/354356/tim-despicable-me-franchise-mbti-personality-type,2010.0,1323594.0
Herb Overkill,despicable me,ENTP,https://www.personality-database.com/profile/202399/herb-overkill-despicable-me-franchise-mbti-personality-type,2010.0,1323594.0
Jillian,despicable me,ESFJ,https://www.personality-database.com/profile/499035/jillian-despicable-me-franchise-mbti-personality-type,2010.0,1323594.0
Frankie Fishlips,despicable me,ESFJ,https://www.personality-database.com/profile/470763/frankie-fishlips-despicable-me-franchise-mbti-personality-type,2010.0,1323594.0
Niko,despicable me,ESFJ,https://www.personality-database.com/profile/354923/niko-despicable-me-franchise-mbti-personality-type,2010.0,1323594.0
Blerb,despicable me,ESFP,https://www.personality-database.com/profile/459957/blerb-despicable-me-franchise-mbti-personality-type,2010.0,1323594.0
Shannon,despicable me,ESFP,https://www.personality-database.com/profile/458883/shannon-despicable-me-franchise-mbti-personality-type,2010.0,1323594.0
Lucky,despicable me,ESFP,https://www.personality-database.com/profile/338201/lucky-despicable-me-franchise-mbti-personality-type,2010.0,1323594.0
Dru	Gru,despicable me,ESFP,https://www.personality-database.com/profile/13352/drugru-despicable-me-franchise-mbti-personality-type,2010.0,1323594.0
Belle Bottom,despicable me,ESTJ,https://www.personality-database.com/profile/519518/belle-bottom-despicable-me-franchise-mbti-personality-type,2010.0,1323594.0
Silas Ramsbottom,despicable me,ESTJ,https://www.personality-database.com/profile/474907/silas-ramsbottom-despicable-me-franchise-mbti-personality-type,2010.0,1323594.0
Queen Elizabeth II,despicable me,ESTJ,https://www.personality-database.com/profile/470762/queen-elizabeth-ii-despicable-me-franchise-mbti-personality-type,2010.0,1323594.0
Niko's Mom,despicable me,ESTJ,https://www.personality-database.com/profile/354924/nikos-mom-despicable-me-franchise-mbti-personality-type,2010.0,1323594.0
Marlena Gru (Gru's Mom),despicable me,ESTJ,https://www.personality-database.com/profile/284740/marlena-gru-grus-mom-despicable-me-franchise-mbti-personality-type,2010.0,1323594.0
Valerie Da Vinci,despicable me,ESTJ,https://www.personality-database.com/profile/254516/valerie-da-vinci-despicable-me-franchise-mbti-personality-type,2010.0,1323594.0
Miss Hattie,despicable me,ESTJ,https://www.personality-database.com/profile/150239/miss-hattie-despicable-me-franchise-mbti-personality-type,2010.0,1323594.0
"Eduardo Pérez ""El Macho""",despicable me,ESTP,https://www.personality-database.com/profile/3364/eduardo-prez-el-macho-despicable-me-franchise-mbti-personality-type,2010.0,1323594.0
Clive,despicable me,ESTP,https://www.personality-database.com/profile/569417/clive-despicable-me-franchise-mbti-personality-type,2010.0,1323594.0
Stronghold,despicable me,ESTP,https://www.personality-database.com/profile/519520/stronghold-despicable-me-franchise-mbti-personality-type,2010.0,1323594.0
Wild Knuckles,despicable me,ESTP,https://www.personality-database.com/profile/519517/wild-knuckles-despicable-me-franchise-mbti-personality-type,2010.0,1323594.0
Dumo Sumo,despicable me,ESTP,https://www.personality-database.com/profile/470764/dumo-sumo-despicable-me-franchise-mbti-personality-type,2010.0,1323594.0
Tina Nelson,despicable me,ESTP,https://www.personality-database.com/profile/470759/tina-nelson-despicable-me-franchise-mbti-personality-type,2010.0,1323594.0
Bob,despicable me,INFP,https://www.personality-database.com/profile/30003/bob-despicable-me-franchise-mbti-personality-type,2010.0,1323594.0
Tim (Bear Plush Toy),despicable me,INFP,https://www.personality-database.com/profile/354358/tim-bear-plush-toy-despicable-me-franchise-mbti-personality-type,2010.0,1323594.0
Felonius Gru,despicable me,INTJ,https://www.personality-database.com/profile/3354/felonius-gru-despicable-me-franchise-mbti-personality-type,2010.0,1323594.0
Mel,despicable me,INTJ,https://www.personality-database.com/profile/296017/mel-despicable-me-franchise-mbti-personality-type,2010.0,1323594.0
Dr. Nefario,despicable me,INTP,https://www.personality-database.com/profile/3355/dr-nefario-despicable-me-franchise-mbti-personality-type,2010.0,1323594.0
Professor Flux,despicable me,INTP,https://www.personality-database.com/profile/354362/professor-flux-despicable-me-franchise-mbti-personality-type,2010.0,1323594.0
Tom,despicable me,INTP,https://www.personality-database.com/profile/354350/tom-despicable-me-franchise-mbti-personality-type,2010.0,1323594.0
Fritz,despicable me,ISFJ,https://www.personality-database.com/profile/59717/fritz-despicable-me-franchise-mbti-personality-type,2010.0,1323594.0
Poochy,despicable me,ISFP,https://www.personality-database.com/profile/369136/poochy-despicable-me-franchise-mbti-personality-type,2010.0,1323594.0
Antonio Pérez,despicable me,ISFP,https://www.personality-database.com/profile/192435/antonio-prez-despicable-me-franchise-mbti-personality-type,2010.0,1323594.0
Jean Clawed,despicable me,ISFP,https://www.personality-database.com/profile/519521/jean-clawed-despicable-me-franchise-mbti-personality-type,2010.0,1323594.0
Chris,despicable me,ISFP,https://www.personality-database.com/profile/354351/chris-despicable-me-franchise-mbti-personality-type,2010.0,1323594.0
Margo Gru,despicable me,ISTJ,https://www.personality-database.com/profile/3359/margo-gru-despicable-me-franchise-mbti-personality-type,2010.0,1323594.0
Nunchuck,despicable me,ISTJ,https://www.personality-database.com/profile/519519/nunchuck-despicable-me-franchise-mbti-personality-type,2010.0,1323594.0
Binky Nelson,despicable me,ISTP,https://www.personality-database.com/profile/470761/binky-nelson-despicable-me-franchise-mbti-personality-type,2010.0,1323594.0
Edith Gru,despicable me,ISTP,https://www.personality-database.com/profile/3360/edith-gru-despicable-me-franchise-mbti-personality-type,2010.0,1323594.0
Kyle,despicable me,ISTP,https://www.personality-database.com/profile/366445/kyle-despicable-me-franchise-mbti-personality-type,2010.0,1323594.0
Tony,despicable me,ISTP,https://www.personality-database.com/profile/354349/tony-despicable-me-franchise-mbti-personality-type,2010.0,1323594.0
Dr. Sheila Gamble,the other guys,ENFJ,https://www.personality-database.com/profile/517820/dr-sheila-gamble-the-other-guys-mbti-personality-type,2010.0,1386588.0
Captain Gene,the other guys,ESTJ,https://www.personality-database.com/profile/146776/captain-gene-the-other-guys-mbti-personality-type,2010.0,1386588.0
Terry Hoitz,the other guys,ESTP,https://www.personality-database.com/profile/146775/terry-hoitz-the-other-guys-mbti-personality-type,2010.0,1386588.0
Allen Gamble,the other guys,INFJ,https://www.personality-database.com/profile/146774/allen-gamble-the-other-guys-mbti-personality-type,2010.0,1386588.0
Steven Reign,rush hour,ENFJ,https://www.personality-database.com/profile/513816/steven-reign-rush-hour-franchise-mbti-personality-type,1998.0,120812.0
Jasmine (Youki Kudoh),rush hour,ENFP,https://www.personality-database.com/profile/513825/jasmine-youki-kudoh-rush-hour-franchise-mbti-personality-type,1998.0,120812.0
George (French Taxi Driver),rush hour,ENFP,https://www.personality-database.com/profile/513823/george-french-taxi-driver-rush-hour-franchise-mbti-personality-type,1998.0,120812.0
Ricky Tan,rush hour,ENTJ,https://www.personality-database.com/profile/513809/ricky-tan-rush-hour-franchise-mbti-personality-type,1998.0,120812.0
James Carter,rush hour,ESFP,https://www.personality-database.com/profile/46194/james-carter-rush-hour-franchise-mbti-personality-type,1998.0,120812.0
Genevieve (Shy Shen),rush hour,ESTP,https://www.personality-database.com/profile/513820/genevieve-shy-shen-rush-hour-franchise-mbti-personality-type,1998.0,120812.0
Johnson,rush hour,ESTP,https://www.personality-database.com/profile/308853/johnson-rush-hour-franchise-mbti-personality-type,1998.0,120812.0
Isabella Molina,rush hour,INFJ,https://www.personality-database.com/profile/513814/isabella-molina-rush-hour-franchise-mbti-personality-type,1998.0,120812.0
Detective Tania Johnson,rush hour,INTJ,https://www.personality-database.com/profile/513806/detective-tania-johnson-rush-hour-franchise-mbti-personality-type,1998.0,120812.0
Hu Li,rush hour,INTP,https://www.personality-database.com/profile/513812/hu-li-rush-hour-franchise-mbti-personality-type,1998.0,120812.0
Soo Yung,rush hour,ISFJ,https://www.personality-database.com/profile/308851/soo-yung-rush-hour-franchise-mbti-personality-type,1998.0,120812.0
Yan Naing Lee,rush hour,ISTJ,https://www.personality-database.com/profile/46195/yan-naing-lee-rush-hour-franchise-mbti-personality-type,1998.0,120812.0
Kenji,rush hour,ISTP,https://www.personality-database.com/profile/513817/kenji-rush-hour-franchise-mbti-personality-type,1998.0,120812.0
Sang,rush hour,ISTP,https://www.personality-database.com/profile/308852/sang-rush-hour-franchise-mbti-personality-type,1998.0,120812.0
Pamela Courson,the doors,ENFJ,https://www.personality-database.com/profile/510947/pamela-courson-the-doors-1991-mbti-personality-type,1991.0,101761.0
Jim Morrison,the doors,ENFP,https://www.personality-database.com/profile/510946/jim-morrison-the-doors-1991-mbti-personality-type,1991.0,101761.0
Peter Spencer,the grudge,ENFJ,https://www.personality-database.com/profile/510523/peter-spencer-the-grudge2020-mbti-personality-type,2004.0,391198.0
Peter Spencer,the grudge,ENFJ,https://www.personality-database.com/profile/510523/peter-spencer-the-grudge2020-mbti-personality-type,2020.0,3612126.0
Vanessa,the grudge,ESTP,https://www.personality-database.com/profile/134260/vanessa-the-grudge-mbti-personality-type,2004.0,391198.0
Vanessa,the grudge,ESTP,https://www.personality-database.com/profile/134260/vanessa-the-grudge-mbti-personality-type,2020.0,3612126.0
Kayako Saeki,the grudge,INFJ,https://www.personality-database.com/profile/134261/kayako-saeki-the-grudge-mbti-personality-type,2004.0,391198.0
Kayako Saeki,the grudge,INFJ,https://www.personality-database.com/profile/134261/kayako-saeki-the-grudge-mbti-personality-type,2020.0,3612126.0
Toshio Saeki,the grudge,INFP,https://www.personality-database.com/profile/134263/toshio-saeki-the-grudge-mbti-personality-type,2004.0,391198.0
Toshio Saeki,the grudge,INFP,https://www.personality-database.com/profile/134263/toshio-saeki-the-grudge-mbti-personality-type,2020.0,3612126.0
Aubrey,the grudge,ISFJ,https://www.personality-database.com/profile/134258/aubrey-the-grudge-mbti-personality-type,2004.0,391198.0
Aubrey,the grudge,ISFJ,https://www.personality-database.com/profile/134258/aubrey-the-grudge-mbti-personality-type,2020.0,3612126.0
Nina Spencer,the grudge,ISFJ,https://www.personality-database.com/profile/510524/nina-spencer-the-grudge2020-mbti-personality-type,2004.0,391198.0
Nina Spencer,the grudge,ISFJ,https://www.personality-database.com/profile/510524/nina-spencer-the-grudge2020-mbti-personality-type,2020.0,3612126.0
Karen Davis,the grudge,ISFJ,https://www.personality-database.com/profile/134259/karen-davis-the-grudge-mbti-personality-type,2004.0,391198.0
Karen Davis,the grudge,ISFJ,https://www.personality-database.com/profile/134259/karen-davis-the-grudge-mbti-personality-type,2020.0,3612126.0
Jake,the grudge,ISFP,https://www.personality-database.com/profile/134262/jake-the-grudge-mbti-personality-type,2004.0,391198.0
Jake,the grudge,ISFP,https://www.personality-database.com/profile/134262/jake-the-grudge-mbti-personality-type,2020.0,3612126.0
Allison,the grudge,ISFP,https://www.personality-database.com/profile/134257/allison-the-grudge-mbti-personality-type,2004.0,391198.0
Allison,the grudge,ISFP,https://www.personality-database.com/profile/134257/allison-the-grudge-mbti-personality-type,2020.0,3612126.0
Detective Goodman,the grudge,ISTP,https://www.personality-database.com/profile/510522/detective-goodman-the-grudge2020-mbti-personality-type,2004.0,391198.0
Detective Goodman,the grudge,ISTP,https://www.personality-database.com/profile/510522/detective-goodman-the-grudge2020-mbti-personality-type,2020.0,3612126.0
Detective Muldoon,the grudge,ISTP,https://www.personality-database.com/profile/510521/detective-muldoon-the-grudge2020-mbti-personality-type,2004.0,391198.0
Detective Muldoon,the grudge,ISTP,https://www.personality-database.com/profile/510521/detective-muldoon-the-grudge2020-mbti-personality-type,2020.0,3612126.0
Siân James,pride,ENFJ,https://www.personality-database.com/profile/509632/sin-james-pride-mbti-personality-type,2014.0,3169706.0
Mark Ashton,pride,ENFJ,https://www.personality-database.com/profile/429923/mark-ashton-pride-mbti-personality-type,2014.0,3169706.0
Jonathan Blake,pride,ENFP,https://www.personality-database.com/profile/429930/jonathan-blake-pride-mbti-personality-type,2014.0,3169706.0
Michael (Mike) Jackson,pride,ENTP,https://www.personality-database.com/profile/429924/michael-mike-jackson-pride-mbti-personality-type,2014.0,3169706.0
David (Dai) Donovan,pride,ESFJ,https://www.personality-database.com/profile/509638/david-dai-donovan-pride-mbti-personality-type,2014.0,3169706.0
Hefina Headon,pride,ESTJ,https://www.personality-database.com/profile/509635/hefina-headon-pride-mbti-personality-type,2014.0,3169706.0
Gethin Roberts,pride,INFP,https://www.personality-database.com/profile/429929/gethin-roberts-pride-mbti-personality-type,2014.0,3169706.0
Ally Loman,bruce almighty,ENFJ,https://www.personality-database.com/profile/502278/ally-loman-bruce-almighty-2003-mbti-personality-type,2003.0,315327.0
Bruce Nolan,bruce almighty,ENFP,https://www.personality-database.com/profile/35439/bruce-nolan-bruce-almighty-2003-mbti-personality-type,2003.0,315327.0
Susan Ortega,bruce almighty,ENTJ,https://www.personality-database.com/profile/502223/susan-ortega-bruce-almighty-2003-mbti-personality-type,2003.0,315327.0
Evan Baxter,bruce almighty,ENTJ,https://www.personality-database.com/profile/35442/evan-baxter-bruce-almighty-2003-mbti-personality-type,2003.0,315327.0
The Kowalski Family Matriarch,bruce almighty,ENTP,https://www.personality-database.com/profile/502227/the-kowalski-family-matriarch-bruce-almighty-2003-mbti-personality-type,2003.0,315327.0
Grace Connolly,bruce almighty,ESFJ,https://www.personality-database.com/profile/35440/grace-connolly-bruce-almighty-2003-mbti-personality-type,2003.0,315327.0
Juan Valdez,bruce almighty,ESFJ,https://www.personality-database.com/profile/502273/juan-valdez-bruce-almighty-2003-mbti-personality-type,2003.0,315327.0
Bill,bruce almighty,ESFJ,https://www.personality-database.com/profile/502237/bill-bruce-almighty-2003-mbti-personality-type,2003.0,315327.0
Fred Donahue,bruce almighty,ESFP,https://www.personality-database.com/profile/502286/fred-donahue-bruce-almighty-2003-mbti-personality-type,2003.0,315327.0
Eavesdropping Kid,bruce almighty,ESFP,https://www.personality-database.com/profile/502283/eavesdropping-kid-bruce-almighty-2003-mbti-personality-type,2003.0,315327.0
Kid on the Bike,bruce almighty,ESFP,https://www.personality-database.com/profile/502250/kid-on-the-bike-bruce-almighty-2003-mbti-personality-type,2003.0,315327.0
Diner Waitress,bruce almighty,ESFP,https://www.personality-database.com/profile/502245/diner-waitress-bruce-almighty-2003-mbti-personality-type,2003.0,315327.0
Tech Stocks Guy,bruce almighty,ESTJ,https://www.personality-database.com/profile/502275/tech-stocks-guy-bruce-almighty-2003-mbti-personality-type,2003.0,315327.0
Debbie Connelly,bruce almighty,ESTJ,https://www.personality-database.com/profile/502229/debbie-connelly-bruce-almighty-2003-mbti-personality-type,2003.0,315327.0
Krispy Kreme Dieter,bruce almighty,ESTP,https://www.personality-database.com/profile/502274/krispy-kreme-dieter-bruce-almighty-2003-mbti-personality-type,2003.0,315327.0
Phil,bruce almighty,ESTP,https://www.personality-database.com/profile/502249/phil-bruce-almighty-2003-mbti-personality-type,2003.0,315327.0
Homeless Guy,bruce almighty,INFJ,https://www.personality-database.com/profile/502299/homeless-guy-bruce-almighty-2003-mbti-personality-type,2003.0,315327.0
God,bruce almighty,INFJ,https://www.personality-database.com/profile/35441/god-bruce-almighty-2003-mbti-personality-type,2003.0,315327.0
The Kowalski Family Baker,bruce almighty,INTP,https://www.personality-database.com/profile/502225/the-kowalski-family-baker-bruce-almighty-2003-mbti-personality-type,2003.0,315327.0
Hazel,bruce almighty,ISFJ,https://www.personality-database.com/profile/502255/hazel-bruce-almighty-2003-mbti-personality-type,2003.0,315327.0
Diner Guy,bruce almighty,ISFJ,https://www.personality-database.com/profile/502244/diner-guy-bruce-almighty-2003-mbti-personality-type,2003.0,315327.0
Jack Baylor,bruce almighty,ISFJ,https://www.personality-database.com/profile/502228/jack-baylor-bruce-almighty-2003-mbti-personality-type,2003.0,315327.0
Bobby,bruce almighty,ISFP,https://www.personality-database.com/profile/502297/bobby-bruce-almighty-2003-mbti-personality-type,2003.0,315327.0
Lottery Winner,bruce almighty,ISFP,https://www.personality-database.com/profile/502288/lottery-winner-bruce-almighty-2003-mbti-personality-type,2003.0,315327.0
Irene,bruce almighty,ISFP,https://www.personality-database.com/profile/502235/irene-bruce-almighty-2003-mbti-personality-type,2003.0,315327.0
Teleprompter Guy,bruce almighty,ISTJ,https://www.personality-database.com/profile/502265/teleprompter-guy-bruce-almighty-2003-mbti-personality-type,2003.0,315327.0
Paul Marshall,pawn sacrifice,ENFJ,https://www.personality-database.com/profile/501389/paul-marshall-pawn-sacrifice--mbti-personality-type,2014.0,1596345.0
Carmine Nigro,pawn sacrifice,ENTP,https://www.personality-database.com/profile/501388/carmine-nigro-pawn-sacrifice--mbti-personality-type,2014.0,1596345.0
William Lombardy,pawn sacrifice,INFJ,https://www.personality-database.com/profile/501387/william-lombardy-pawn-sacrifice--mbti-personality-type,2014.0,1596345.0
Boris Spassky,pawn sacrifice,INFP,https://www.personality-database.com/profile/501385/boris-spassky-pawn-sacrifice--mbti-personality-type,2014.0,1596345.0
Bobby Fischer,pawn sacrifice,INTJ,https://www.personality-database.com/profile/501384/bobby-fischer-pawn-sacrifice--mbti-personality-type,2014.0,1596345.0
Joan Fischer,pawn sacrifice,ISFJ,https://www.personality-database.com/profile/501386/joan-fischer-pawn-sacrifice--mbti-personality-type,2014.0,1596345.0
David,the invitation,ENFJ,https://www.personality-database.com/profile/496291/david-the-invitation-2015-mbti-personality-type,2015.0,2400463.0
Eden,the invitation,ENFJ,https://www.personality-database.com/profile/47409/eden-the-invitation-2015-mbti-personality-type,2015.0,2400463.0
Oliver,the invitation,ENTP,https://www.personality-database.com/profile/518460/oliver-the-invitation-2022-mbti-personality-type,2015.0,2400463.0
Lucy,the invitation,ESFJ,https://www.personality-database.com/profile/535586/lucy-the-invitation-2022-mbti-personality-type,2015.0,2400463.0
Grace,the invitation,ESFP,https://www.personality-database.com/profile/535587/grace-the-invitation-2022-mbti-personality-type,2015.0,2400463.0
Viktoria,the invitation,ESTJ,https://www.personality-database.com/profile/518461/viktoria-the-invitation-2022-mbti-personality-type,2015.0,2400463.0
Walter De Ville,the invitation,INTJ,https://www.personality-database.com/profile/518459/walter-de-ville-the-invitation-2022-mbti-personality-type,2015.0,2400463.0
Kira,the invitation,ISFJ,https://www.personality-database.com/profile/47410/kira-the-invitation-2015-mbti-personality-type,2015.0,2400463.0
Evie,the invitation,ISFP,https://www.personality-database.com/profile/518458/evie-the-invitation-2022-mbti-personality-type,2015.0,2400463.0
Will,the invitation,ISTP,https://www.personality-database.com/profile/47408/will-the-invitation-2015-mbti-personality-type,2015.0,2400463.0
